交差点番号,管理者名,交差点名,地先名,緯度,経度,路線名
6841060047,宗谷総合振興局 稚内建設管理部,,稚内市声問五丁目５８,45.371073007 ,141.833495344 ,"[{'RosenName': '一般都道府県道 北海道1119号線 稚内豊富線', 'KitenNodeNo': '6841060018', 'SyutenNodeNo': '6741760011'}, {'RosenName': '市町村道 稚内市97143号線 複線（3） 増幌幹線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841060051'}]"
684106F001,宗谷総合振興局 稚内建設管理部,,稚内市声問,45.402220643 ,141.756263092 ,"[{'RosenName': '一般都道府県道 北海道1133号線 宗谷ふれあい公園線', 'KitenNodeNo': '6841060061', 'SyutenNodeNo': '6841060027'}, {'RosenName': '市町村道 稚内市741号線 声問４０号線', 'KitenNodeNo': '6841060037', 'SyutenNodeNo': ''}]"
6841070012,宗谷総合振興局 稚内建設管理部,道道稚内猿払線交点,稚内市大字宗谷村,45.407431131 ,141.959043312 ,"[{'RosenName': '一般都道府県道 北海道97104号線 複線（14） ９７１０４号複線２', 'KitenNodeNo': '6841070008', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道889号線 上猿払清浜線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841170011'}, {'RosenName': '一般都道府県道 北海道97104号線 複線（15） ９７１０４号複線３', 'KitenNodeNo': '', 'SyutenNodeNo': '6842000022'}]"
6841100002,宗谷総合振興局 稚内建設管理部,,礼文町大字船泊村字ハマナカ,45.431591687 ,141.012145271 ,"[{'RosenName': '市町村道 礼文町22号線 浜中西上泊線', 'KitenNodeNo': '', 'SyutenNodeNo': '684007F001'}, {'RosenName': '一般都道府県道 北海道507号線 船泊港利礼公園線', 'KitenNodeNo': '6841100026', 'SyutenNodeNo': ''}]"
6841100004,宗谷総合振興局 稚内建設管理部,,礼文町大字船泊村字ヲションナイ,45.438937406 ,141.036013295 ,"[{'RosenName': '主要地方道 北海道40号線 礼文島線', 'KitenNodeNo': '', 'SyutenNodeNo': '6741700005'}, {'RosenName': '一般都道府県道 北海道507号線 船泊港利礼公園線', 'KitenNodeNo': '6841100009', 'SyutenNodeNo': '6841100026'}]"
6841100009,宗谷総合振興局 稚内建設管理部,,礼文町大字船泊村字弁財泊,45.451548316 ,141.035654138 ,"[{'RosenName': '一般都道府県道 北海道507号線 船泊港利礼公園線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841100004'}]"
6841100026,宗谷総合振興局 稚内建設管理部,,礼文町大字船泊村字ヲションナイ,45.435066802 ,141.028439291 ,"[{'RosenName': '一般都道府県道 北海道507号線 船泊港利礼公園線', 'KitenNodeNo': '6841100004', 'SyutenNodeNo': '6841100002'}, {'RosenName': '市町村道 礼文町1号線 市町村道１号本線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841100027'}]"
6841150003,宗谷総合振興局 稚内建設管理部,,稚内市ノシャップ２丁目,45.446644734 ,141.648162065 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841050110', 'SyutenNodeNo': '6841150004'}, {'RosenName': '市町村道 稚内市13号線 ノシャップ５条通', 'KitenNodeNo': '', 'SyutenNodeNo': '684115F001'}]"
6841150004,宗谷総合振興局 稚内建設管理部,,稚内市ノシャップ一丁目６,45.446065669 ,141.649041187 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841150003', 'SyutenNodeNo': '6841150013'}, {'RosenName': '市町村道 稚内市97149号線 ９７１４９号', 'KitenNodeNo': '', 'SyutenNodeNo': '6841150005'}]"
6841150013,宗谷総合振興局 稚内建設管理部,,稚内市恵比寿３丁目,45.437858704 ,141.659094955 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841150004', 'SyutenNodeNo': '6841150015'}, {'RosenName': '市町村道 稚内市117号線 １１７号線', 'KitenNodeNo': '6841150014', 'SyutenNodeNo': ''}]"
6841150015,宗谷総合振興局 稚内建設管理部,,稚内市恵比須２丁目５１８番１,45.436446446 ,141.661011535 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841150013', 'SyutenNodeNo': '6841150041'}, {'RosenName': '市町村道 稚内市15号線 恵比須７条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841150016'}]"
6841150041,宗谷総合振興局 稚内建設管理部,,稚内市宝来１丁目,45.420652990 ,141.672923981 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841150015', 'SyutenNodeNo': '6841150042'}, {'RosenName': '市町村道 稚内市17号線 中央１条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841150037'}, {'RosenName': '一般都道府県道 北海道407号線 稚内港線', 'KitenNodeNo': '6841150046', 'SyutenNodeNo': ''}]"
6841150042,宗谷総合振興局 稚内建設管理部,,稚内市中央２丁目,45.419278175 ,141.673328204 ,"[{'RosenName': '一般都道府県道 北海道254号線 抜海港線', 'KitenNodeNo': '6841150041', 'SyutenNodeNo': '6841050006'}, {'RosenName': '市町村道 稚内市607号線 中央３条通線', 'KitenNodeNo': '6841150060', 'SyutenNodeNo': ''}]"
6841150046,宗谷総合振興局 稚内建設管理部,,稚内市宝来町一丁目４,45.420957170 ,141.674419650 ,"[{'RosenName': '一般都道府県道 北海道407号線 稚内港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6841150041'}, {'RosenName': '市町村道 稚内市97113号線 複線（7） ９７１１３号複線７', 'KitenNodeNo': '', 'SyutenNodeNo': '6841150045'}, {'RosenName': '市町村道 稚内市2号線 北浜通線', 'KitenNodeNo': '6841150047', 'SyutenNodeNo': ''}]"
6841170011,宗谷総合振興局 稚内建設管理部,稚内市道大岬３号線交点,稚内市大字宗谷村字珊内１６１番４地先,45.494623498 ,141.931864846 ,"[{'RosenName': '一般都道府県道 北海道889号線 上猿払清浜線', 'KitenNodeNo': '6841070012', 'SyutenNodeNo': '6841170002'}, {'RosenName': '市町村道 稚内市2234号線 ２２３４号線', 'KitenNodeNo': '6841270006', 'SyutenNodeNo': ''}]"
6842010005,宗谷総合振興局 稚内建設管理部,,猿払村字浜鬼志別,45.339992539 ,142.167098971 ,"[{'RosenName': '一般都道府県道 北海道598号線 浜鬼志別港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6842010004'}]"
6342760003,十勝総合振興局 帯広建設管理部,,中札内村字上札内,42.628514380 ,142.844771751 ,"[{'RosenName': '主要地方道 北海道111号線 静内中札内線', 'KitenNodeNo': '6342760001', 'SyutenNodeNo': '634277F003'}]"
634277F001,十勝総合振興局 帯広建設管理部,ヘリポートゲート,中札内村字上札内,42.600088655 ,142.969499752 ,"[{'RosenName': '主要地方道 北海道111号線 静内中札内線', 'KitenNodeNo': '634277F002', 'SyutenNodeNo': '6343700010'}]"
634277F002,十勝総合振興局 帯広建設管理部,ピョウタンゲート,中札内村字上札内,42.589605891 ,142.948827259 ,"[{'RosenName': '主要地方道 北海道111号線 静内中札内線', 'KitenNodeNo': '634277F003', 'SyutenNodeNo': '634277F001'}]"
634277F003,十勝総合振興局 帯広建設管理部,ダムゲート,中札内村字上札内,42.586417909 ,142.923008947 ,"[{'RosenName': '主要地方道 北海道111号線 静内中札内線', 'KitenNodeNo': '6342760003', 'SyutenNodeNo': '634277F002'}]"
6343320015,十勝総合振興局 帯広建設管理部,,広尾町丸山通北二丁目６７,42.295649182 ,143.310021211 ,"[{'RosenName': '一般都道府県道 北海道97135号線 ９７１３５号', 'KitenNodeNo': '6343320021', 'SyutenNodeNo': ''}]"
6343320020,十勝総合振興局 帯広建設管理部,,広尾町西３条８,42.287100259 ,143.311588260 ,"[{'RosenName': '市町村道 広尾町1009号線 西３条通', 'KitenNodeNo': '6343320024', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道987号線 豊似広尾線', 'KitenNodeNo': '6343320066', 'SyutenNodeNo': '6343320035'}]"
6343320035,十勝総合振興局 帯広建設管理部,,広尾町西一条九丁目１,42.288179381 ,143.314104636 ,"[{'RosenName': '一般都道府県道 北海道987号線 豊似広尾線', 'KitenNodeNo': '6343320020', 'SyutenNodeNo': '6343320043'}, {'RosenName': '市町村道 広尾町97105号線 複線（15） ９７１０５号複線１５', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320026'}]"
6343320044,十勝総合振興局 帯広建設管理部,,広尾町西二条一丁目１,42.280305370 ,143.315429998 ,"[{'RosenName': '市町村道 広尾町97104号線 複線（1） ９７１０４号複線１', 'KitenNodeNo': '6343320031', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道97133号線 複線（2） ９７１３３号複線２', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320051'}]"
6343320061,十勝総合振興局 帯広建設管理部,,広尾町会所前三丁目１２,42.286775563 ,143.319466743 ,"[{'RosenName': '一般都道府県道 北海道315号線 十勝港線', 'KitenNodeNo': '6343320062', 'SyutenNodeNo': '6343320131'}, {'RosenName': '市町村道 広尾町97105号線 複線（91） ９７１０５号複線９１', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320207'}]"
6343320062,十勝総合振興局 帯広建設管理部,,広尾町会所前二丁目１４,42.285871576 ,143.321570777 ,"[{'RosenName': '一般都道府県道 北海道315号線 十勝港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320061'}, {'RosenName': '市町村道 広尾町97107号線 ９７１０７号', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320194'}]"
6343320066,十勝総合振興局 帯広建設管理部,,広尾町紅葉通北２丁目,42.287770447 ,143.294789718 ,"[{'RosenName': '一般都道府県道 北海道987号線 豊似広尾線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343320020'}]"
6343320131,十勝総合振興局 帯広建設管理部,,広尾町本通四丁目７,42.286050595 ,143.317833600 ,"[{'RosenName': '一般都道府県道 北海道315号線 十勝港線', 'KitenNodeNo': '6343320061', 'SyutenNodeNo': '6343320054'}, {'RosenName': '市町村道 広尾町97105号線 複線（72） ９７１０５号複線７２', 'KitenNodeNo': '6343320058', 'SyutenNodeNo': ''}]"
6343520018,十勝総合振興局 帯広建設管理部,,大樹町寿通２丁目,42.488779020 ,143.275758266 ,"[{'RosenName': '一般都道府県道 北海道622号線 幸徳大樹停車場線', 'KitenNodeNo': '6343520173', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道501号線 旭浜大樹停車場線', 'KitenNodeNo': '6343520204', 'SyutenNodeNo': ''}]"
6343520084,十勝総合振興局 帯広建設管理部,,大樹町新通四丁目３,42.498886046 ,143.272995390 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6343610063', 'SyutenNodeNo': '6343520022'}, {'RosenName': '市町村道 大樹町97104号線 複線（15） ９７１０４号複線１５', 'KitenNodeNo': '', 'SyutenNodeNo': '6343520100'}]"
6343530007,十勝総合振興局 帯広建設管理部,,大樹町字　中島,42.425611173 ,143.386410592 ,"[{'RosenName': '一般都道府県道 北海道1037号線 広尾大樹線', 'KitenNodeNo': '6343420056', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道501号線 旭浜大樹停車場線', 'KitenNodeNo': '6343530008', 'SyutenNodeNo': '6343520034'}]"
6343530008,十勝総合振興局 帯広建設管理部,,大樹町字旭浜,42.419828647 ,143.389789813 ,"[{'RosenName': '一般都道府県道 北海道501号線 旭浜大樹停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343530007'}]"
6343610010,十勝総合振興局 帯広建設管理部,,大樹町字尾田,42.539528168 ,143.184250842 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6343610037', 'SyutenNodeNo': '6343610063'}, {'RosenName': '一般都道府県道 北海道210号線 尾田豊頃停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343720006'}]"
6343610026,十勝総合振興局 帯広建設管理部,,大樹町字昭徳,42.520758841 ,143.161962331 ,"[{'RosenName': '一般都道府県道 北海道622号線 幸徳大樹停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343610064'}]"
6343610037,十勝総合振興局 帯広建設管理部,,大樹町字共和,42.565989938 ,143.133391277 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6343700011', 'SyutenNodeNo': '6343610010'}]"
6343620022,十勝総合振興局 帯広建設管理部,,幕別町忠類元忠類,42.577061789 ,143.326419108 ,"[{'RosenName': '一般都道府県道 北海道319号線 生花大樹線', 'KitenNodeNo': '6343620025', 'SyutenNodeNo': '6343620021'}, {'RosenName': '市町村道 幕別町1411号線 幌内線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343620023'}]"
6343620025,十勝総合振興局 帯広建設管理部,,幕別町忠類新生,42.570563409 ,143.351188124 ,"[{'RosenName': '一般都道府県道 北海道319号線 生花大樹線', 'KitenNodeNo': '6343720017', 'SyutenNodeNo': '6343620022'}, {'RosenName': '市町村道 幕別町97103号線 ９７１０３号', 'KitenNodeNo': '6343630003', 'SyutenNodeNo': ''}]"
6343640001,十勝総合振興局 帯広建設管理部,,豊頃町湧別,42.580239141 ,143.529850704 ,"[{'RosenName': '一般都道府県道 北海道97142号線 複線（3） ９７１４２号', 'KitenNodeNo': '', 'SyutenNodeNo': '6343740003'}]"
6343700010,十勝総合振興局 帯広建設管理部,,中札内村字上札内,42.635925946 ,143.091640714 ,"[{'RosenName': '主要地方道 北海道111号線 静内中札内線', 'KitenNodeNo': '634277F001', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6343700012', 'SyutenNodeNo': '6343700011'}]"
6343700012,十勝総合振興局 帯広建設管理部,,中札内村字上札内,42.639938050 ,143.094236066 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6343700015', 'SyutenNodeNo': '6343700010'}, {'RosenName': '一般都道府県道 北海道240号線 上札内帯広線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343700040'}, {'RosenName': '市町村道 中札内村23号線 元札内５１号道路線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343700045'}]"
6343700015,十勝総合振興局 帯広建設管理部,,中札内村元札内西一線,42.653336727 ,143.102838630 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6443000044', 'SyutenNodeNo': '6343700012'}, {'RosenName': '市町村道 中札内村97103号線 複線（12） ９７１０３号複線１２', 'KitenNodeNo': '6343700023', 'SyutenNodeNo': ''}]"
6343700040,十勝総合振興局 帯広建設管理部,,中札内村元札内西二線,42.652257118 ,143.085856892 ,"[{'RosenName': '一般都道府県道 北海道240号線 上札内帯広線', 'KitenNodeNo': '6343700012', 'SyutenNodeNo': '6343700006'}, {'RosenName': '市町村道 中札内村97102号線 複線（6） ９７１０２号複線６', 'KitenNodeNo': '', 'SyutenNodeNo': '6443000055'}]"
6343710025,十勝総合振興局 帯広建設管理部,,更別村字更別９２番４９,42.651310590 ,143.185418829 ,"[{'RosenName': '一般都道府県道 北海道470号線 更別停車場線', 'KitenNodeNo': '6343710027', 'SyutenNodeNo': '6343710029'}, {'RosenName': '一般都道府県道 北海道716号線 駒畠更別線', 'KitenNodeNo': '6343710136', 'SyutenNodeNo': ''}]"
6343710026,十勝総合振興局 帯広建設管理部,,更別村字更別９１番１,42.648594274 ,143.186114768 ,"[{'RosenName': '一般都道府県道 北海道470号線 更別停車場線', 'KitenNodeNo': '', 'SyutenNodeNo': '6343710027'}]"
6343710027,十勝総合振興局 帯広建設管理部,,更別村字更別９１番７,42.649348394 ,143.187406272 ,"[{'RosenName': '一般都道府県道 北海道470号線 更別停車場線', 'KitenNodeNo': '6343710026', 'SyutenNodeNo': '6343710025'}, {'RosenName': '一般都道府県道 北海道97126号線 複線（8） ９７１２６号', 'KitenNodeNo': '6343710028', 'SyutenNodeNo': ''}]"
6343710028,十勝総合振興局 帯広建設管理部,,更別村字更別,42.647332044 ,143.189610365 ,"[{'RosenName': '一般都道府県道 北海道97126号線 複線（8） ９７１２６号', 'KitenNodeNo': '', 'SyutenNodeNo': '6343710027'}]"
6343720017,十勝総合振興局 帯広建設管理部,,幕別町忠類幌内,42.598010327 ,143.357598348 ,"[{'RosenName': '市町村道 幕別町1411号線 幌内線', 'KitenNodeNo': '6343620023', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道319号線 生花大樹線', 'KitenNodeNo': '6343730003', 'SyutenNodeNo': '6343620025'}]"
6343720026,十勝総合振興局 帯広建設管理部,,更別村字上更別４６４,42.632157502 ,143.272395537 ,"[{'RosenName': '一般都道府県道 北海道210号線 尾田豊頃停車場線', 'KitenNodeNo': '6343720004', 'SyutenNodeNo': '6343720062'}, {'RosenName': '一般都道府県道 北海道238号線 更別幕別線', 'KitenNodeNo': '6343720058', 'SyutenNodeNo': '6443010042'}]"
6442070011,十勝総合振興局 帯広建設管理部,,帯広市拓成町南,42.707812720 ,142.956098484 ,"[{'RosenName': '一般都道府県道 北海道216号線 八千代帯広線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442070002'}, {'RosenName': '市町村道 帯広市97199号線 ９７１９９号', 'KitenNodeNo': '6442070006', 'SyutenNodeNo': ''}]"
6442170006,十勝総合振興局 帯広建設管理部,,芽室町伏美１６線,42.800484892 ,142.956738517 ,"[{'RosenName': '市町村道 芽室町267号線 伏美雄馬別線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442170004'}, {'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442170050', 'SyutenNodeNo': '6442170010'}]"
6442170010,十勝総合振興局 帯広建設管理部,,芽室町上伏古１０線,42.788666798 ,142.995706564 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442170006', 'SyutenNodeNo': '6443100100'}, {'RosenName': '市町村道 芽室町237号線 上伏古十線', 'KitenNodeNo': '6443100105', 'SyutenNodeNo': '6442170038'}]"
6442270041,十勝総合振興局 帯広建設管理部,,芽室町渋山九線,42.889599998 ,142.982522302 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442270006', 'SyutenNodeNo': '6442270042'}, {'RosenName': '市町村道 芽室町97101号線 複線（204） 渋山川沿線（１０７）', 'KitenNodeNo': '', 'SyutenNodeNo': '6443200169'}]"
6442370006,十勝総合振興局 帯広建設管理部,,清水町字羽帯南五線,42.957946604 ,142.879881496 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442360006', 'SyutenNodeNo': '6442370016'}, {'RosenName': '市町村道 清水町97108号線 羽帯１９号道路', 'KitenNodeNo': '', 'SyutenNodeNo': '6442370015'}]"
6442370016,十勝総合振興局 帯広建設管理部,,清水町字羽帯南５線,42.948473280 ,142.895597330 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442370006', 'SyutenNodeNo': '6442370039'}, {'RosenName': '市町村道 清水町19号線 １９号線', 'KitenNodeNo': '6442370022', 'SyutenNodeNo': ''}]"
6442370039,十勝総合振興局 帯広建設管理部,,清水町字御影南五線,42.926423020 ,142.932357876 ,"[{'RosenName': '主要地方道 北海道55号線 清水大樹線', 'KitenNodeNo': '6442370016', 'SyutenNodeNo': '6442270006'}, {'RosenName': '市町村道 清水町24号線 御影９号道路', 'KitenNodeNo': '6442370051', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 清水町97101号線 複線（63） 御影南５線道路', 'KitenNodeNo': '6442370055', 'SyutenNodeNo': ''}]"
6442370085,十勝総合振興局 帯広建設管理部,,清水町字熊牛３９−４２,42.960357728 ,142.971173070 ,"[{'RosenName': '一般都道府県道 北海道734号線 熊牛御影線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442370067'}, {'RosenName': '主要地方道 北海道75号線 帯広新得線', 'KitenNodeNo': '6443300009', 'SyutenNodeNo': '6442470082'}]"
6442460007,十勝総合振興局 帯広建設管理部,,新得町西二条南四丁目６６,43.076284700 ,142.828207940 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（6） ９７１１８号複線６', 'KitenNodeNo': '6442460054', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道97118号線 複線（7） ９７１１８号複線７', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460155'}]"
6442460011,十勝総合振興局 帯広建設管理部,,新得町本通北一丁目４６,43.082596607 ,142.833302913 ,"[{'RosenName': '一般都道府県道 北海道97119号線 複線（21） ９７１１９号', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460015'}, {'RosenName': '市町村道 新得町1号線 １号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460063'}]"
6442460015,十勝総合振興局 帯広建設管理部,,新得町二条北一丁目３１,43.082888286 ,142.834719433 ,"[{'RosenName': '一般都道府県道 北海道97119号線 複線（21） ９７１１９号', 'KitenNodeNo': '6442460011', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道97119号線 複線（22） ９７１１９号複線１', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460019'}]"
6442460016,十勝総合振興局 帯広建設管理部,,新得町本通南四丁目３３,43.077822254 ,142.835315530 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（11） ９７１１８号複線１１', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460020'}, {'RosenName': '主要地方道 北海道97118号線 複線（10） ９７１１８号複線１０', 'KitenNodeNo': '6442460129', 'SyutenNodeNo': ''}]"
6442460019,十勝総合振興局 帯広建設管理部,,新得町三条南一丁目２８,43.083229979 ,142.836723396 ,"[{'RosenName': '一般都道府県道 北海道97119号線 複線（22） ９７１１９号複線１', 'KitenNodeNo': '6442460015', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道1075号線 １０７５号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460022'}]"
6442460020,十勝総合振興局 帯広建設管理部,,新得町一条南四丁目２１,43.078176424 ,142.836698716 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（11） ９７１１８号複線１１', 'KitenNodeNo': '6442460016', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道97118号線 複線（12） ９７１１８号複線１２', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460023'}]"
6442460023,十勝総合振興局 帯広建設管理部,,新得町二条南四丁目２７,43.078618102 ,142.838615180 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（12） ９７１１８号複線１２', 'KitenNodeNo': '6442460020', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道97118号線 複線（13） ９７１１８号複線１３', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460166'}]"
6442460062,十勝総合振興局 帯広建設管理部,,新得町西二条南四丁目２２,43.076997222 ,142.831432602 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（9） ９７１１８号複線９', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460129'}, {'RosenName': '主要地方道 北海道97118号線 複線（8） ９７１１８号複線８', 'KitenNodeNo': '6442460155', 'SyutenNodeNo': ''}]"
6442460129,十勝総合振興局 帯広建設管理部,,新得町西二条南四丁目１９,43.077168065 ,142.832324177 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（10） ９７１１８号複線１０', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460016'}, {'RosenName': '主要地方道 北海道97118号線 複線（9） ９７１１８号複線９', 'KitenNodeNo': '6442460062', 'SyutenNodeNo': ''}]"
6442460155,十勝総合振興局 帯広建設管理部,,新得町西二条南五丁目１,43.076834718 ,142.830711844 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（7） ９７１１８号複線７', 'KitenNodeNo': '6442460007', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道97118号線 複線（8） ９７１１８号複線８', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460062'}]"
6442460166,十勝総合振興局 帯広建設管理部,,新得町四条南四丁目１７,43.078809777 ,142.839544250 ,"[{'RosenName': '主要地方道 北海道97118号線 複線（13） ９７１１８号複線１３', 'KitenNodeNo': '6442460023', 'SyutenNodeNo': ''}, {'RosenName': '主要地方道 北海道97118号線 複線（14） ９７１１８号複線１４', 'KitenNodeNo': '', 'SyutenNodeNo': '6442460027'}]"
6442470060,十勝総合振興局 帯広建設管理部,,清水町字下佐幌東三線,43.066376309 ,142.914300739 ,"[{'RosenName': '市町村道 清水町97106号線 複線（122） 西十勝道路', 'KitenNodeNo': '', 'SyutenNodeNo': '6442470065'}, {'RosenName': '一般都道府県道 北海道718号線 忠別清水線', 'KitenNodeNo': '6442570016', 'SyutenNodeNo': '6442470067'}]"
6442470071,十勝総合振興局 帯広建設管理部,,清水町字人舞１６６番,43.009379629 ,142.931644413 ,"[{'RosenName': '一般都道府県道 北海道718号線 忠別清水線', 'KitenNodeNo': '6442470067', 'SyutenNodeNo': '6442370031'}, {'RosenName': '市町村道 清水町28号線 熊牛人舞間道路線', 'KitenNodeNo': '', 'SyutenNodeNo': '6442470082'}]"
6442470082,十勝総合振興局 帯広建設管理部,,清水町字熊牛,43.015462729 ,142.946530181 ,"[{'RosenName': '主要地方道 北海道75号線 帯広新得線', 'KitenNodeNo': '6442370085', 'SyutenNodeNo': '6442470078'}, {'RosenName': '市町村道 清水町28号線 熊牛人舞間道路線', 'KitenNodeNo': '6442470071', 'SyutenNodeNo': ''}, {'RosenName': '一般都道府県道 北海道239号線 熊牛音更線', 'KitenNodeNo': '', 'SyutenNodeNo': '6443300074'}]"
6442570016,十勝総合振興局 帯広建設管理部,,新得町屈足,43.094235144 ,142.905708100 ,"[{'RosenName': '一般都道府県道 北海道718号線 忠別清水線', 'KitenNodeNo': '6442570012', 'SyutenNodeNo': '6442470060'}, {'RosenName': '主要地方道 北海道75号線 帯広新得線', 'KitenNodeNo': '6442570025', 'SyutenNodeNo': '6442560019'}]"
6442570025,十勝総合振興局 帯広建設管理部,北熊牛,清水町字熊牛３９−４２,43.088790794 ,142.930031233 ,"[{'RosenName': '主要地方道 北海道75号線 帯広新得線', 'KitenNodeNo': '6442470078', 'SyutenNodeNo': '6442570016'}, {'RosenName': '主要地方道 北海道133号線 音更新得線', 'KitenNodeNo': '6442470166', 'SyutenNodeNo': ''}]"
6442570040,十勝総合振興局 帯広建設管理部,,鹿追町栄町二丁目,43.100420602 ,142.990554171 ,"[{'RosenName': '一般都道府県道 北海道416号線 鹿追停車場線', 'KitenNodeNo': '6442570093', 'SyutenNodeNo': '6442570087'}, {'RosenName': '市町村道 鹿追町97106号線 複線（33） １丁目本通り', 'KitenNodeNo': '6442570089', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 鹿追町1001号線 １丁目本通り', 'KitenNodeNo': '', 'SyutenNodeNo': '6442570095'}]"
6442570041,十勝総合振興局 帯広建設管理部,,鹿追町新町３丁目８５,43.106719910 ,142.992628585 ,"[{'RosenName': '一般都道府県道 北海道416号線 鹿追停車場線', 'KitenNodeNo': '6442570160', 'SyutenNodeNo': '6442570093'}]"
6442570087,十勝総合振興局 帯広建設管理部,,鹿追町東町１丁目,43.099787284 ,142.988754374 ,"[{'RosenName': '一般都道府県道 北海道416号線 鹿追停車場線', 'KitenNodeNo': '6442570040', 'SyutenNodeNo': '6442570036'}, {'RosenName': '市町村道 鹿追町1094号線 東町１丁目本通り', 'KitenNodeNo': '', 'SyutenNodeNo': '6442570088'}]"
6442570093,十勝総合振興局 帯広建設管理部,,鹿追町新町３丁目８５,43.102945325 ,142.991387269 ,"[{'RosenName': '一般都道府県道 北海道416号線 鹿追停車場線', 'KitenNodeNo': '6442570041', 'SyutenNodeNo': '6442570040'}]"
